,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
263,,,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32,7.63142765846869
264,39.0,4.1,Windy,Jam,0,Snack,motorcycle,3.0,No,Semi-Urban,49,13.184493382145238
265,31.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,9.34812842317956
266,39.0,4.6,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,49,13.760880474992227
267,21.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,10.593074870978501
268,30.0,4.4,Fog,Medium,1,Buffet,scooter,2.0,No,Metropolitian,38,10.906042243095404
269,38.0,4.8,Stormy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,34,6.054776863283244
270,28.0,4.9,Fog,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,34,12.58026782216666
271,,,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,52,10.641572477092016
272,29.0,4.0,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,33,10.867138301963886
273,34.0,4.7,Sunny,Low,2,Meal,scooter,0.0,No,Urban,10,3.1161417133993528
274,23.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,1.5725337265584898
275,33.0,4.6,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,24,12.48470710171004
276,30.0,4.6,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,16,7.862668167467362
277,28.0,4.9,Fog,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,15,7.683744768707653
278,22.0,4.9,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,12,8.942954308288511
279,37.0,4.5,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,27,3.04066536408016
280,20.0,4.7,Cloudy,Jam,1,Meal,motorcycle,1.0,Yes,Metropolitian,44,19.760743726314555
281,38.0,4.5,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,28,13.828140500466104
282,25.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,12,1.4901538782348211
283,24.0,4.6,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,23,19.87568060491353
284,21.0,4.6,Fog,High,2,Snack,motorcycle,1.0,No,Metropolitian,22,6.218030984063774
285,20.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,20.852465947929698
286,23.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,,16,10.923744985971144
287,29.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,9.121794088673425
288,35.0,4.6,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,33,6.210145663273269
289,26.0,4.7,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,15,13.970759660805674
290,20.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,8.937806252614234
291,36.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,7.862668167467362
292,21.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,14,3.10548530705921
293,22.0,4.6,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,25,3.0189069964937083
294,23.0,4.8,Stormy,High,0,Snack,motorcycle,1.0,No,Urban,29,3.1091253366187095
295,26.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,1.5320260200767226
296,20.0,4.8,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,25,14.152800689506924
297,29.0,4.9,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,24,9.314976789037921
298,21.0,4.8,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,16,3.1090734117275374
299,26.0,4.6,Windy,High,2,Buffet,scooter,0.0,No,Metropolitian,21,6.105316210774364
300,26.0,4.6,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,13,20.887815554882245
301,29.0,5.0,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,20,9.055855161651426
302,23.0,4.9,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,10.642288953545155
303,22.0,4.6,Cloudy,Low,0,Meal,motorcycle,,No,Metropolitian,17,1.4688468524304996
304,31.0,3.6,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,31,20.253584375811304
305,26.0,4.4,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,33,16.7879031060668
306,34.0,4.4,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,41,20.442929762531403
307,25.0,4.6,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,10.64192836626723
308,26.0,4.6,Sandstorms,High,1,Meal,scooter,0.0,No,Metropolitian,20,3.073677587143056
309,25.0,4.9,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,15,4.717601091654031
310,37.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,10.255192721927544
311,26.0,4.5,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,36,13.830206237299093
312,31.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,23,10.866215152778492
313,26.0,4.6,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,13,4.544230974866712
314,21.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,11.007734763545226
315,29.0,4.6,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,22,10.64140776302763
316,22.0,4.8,Fog,Medium,2,Meal,motorcycle,1.0,No,Urban,29,17.076258901163584
317,21.0,4.7,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,33,10.602467987427858
318,21.0,4.8,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,10,6.117219095512411
319,34.0,4.9,Fog,Jam,0,Snack,motorcycle,0.0,Yes,Metropolitian,52,16.64866461346363
320,35.0,,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,22,1.5725337265584898
321,24.0,4.7,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,30,1.5524290103805005
322,32.0,3.6,Stormy,Jam,2,Drinks,electric_scooter,1.0,Yes,Metropolitian,43,12.25501434458009
323,30.0,3.8,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,40,12.161642370162129
324,20.0,4.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,31,7.803011784593581
325,27.0,4.8,Sunny,Medium,2,Drinks,motorcycle,,No,Metropolitian,19,4.527261448815863
326,23.0,4.8,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,20,8.988078689539652
327,38.0,4.6,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,24,7.6833326723151325
328,31.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,19,9.435201537103644
329,29.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,1.513593364930383
330,37.0,4.7,Sunny,Jam,2,Snack,electric_scooter,,No,Metropolitian,20,7.5622720556199745
331,32.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,24,7.546361143039469
332,27.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,13.428872375870105
333,36.0,4.6,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,19,7.862668167467362
334,34.0,4.9,Windy,Low,1,Buffet,motorcycle,1.0,No,,19,20.887107461119818
335,24.0,4.6,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,28,10.569566050905626
336,28.0,4.8,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,17,4.544194013115254
337,22.0,4.7,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,10,16.41264400142081
338,33.0,4.7,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,15,3.105355545897636
339,36.0,4.1,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,36,11.007734763545226
340,38.0,4.1,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,33,5.992216126394099
341,25.0,4.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,29,12.42075039063871
342,24.0,4.1,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,31,19.760091519677285
343,22.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,19,1.554551170602139
344,22.0,4.6,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,27,16.381598593351303
345,39.0,4.5,Windy,Jam,2,Meal,electric_scooter,1.0,No,Urban,30,7.7614862377714395
346,30.0,4.8,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,35,12.07238519435591
347,34.0,4.9,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,16,7.684129284169662
348,30.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,22,20.252924408850355
349,37.0,4.3,Fog,Low,2,Buffet,scooter,0.0,No,Urban,35,19.88336063154891
350,23.0,4.7,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,36,12.117036432040061
351,24.0,4.6,Cloudy,High,0,Meal,motorcycle,0.0,No,Metropolitian,23,3.0734222595348126
352,21.0,4.6,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,16,9.177805334978958
353,38.0,3.9,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,33,10.724956120107805
354,29.0,4.9,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,22,12.25501434458009
355,26.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,1.5524171485730924
356,28.0,4.1,Fog,High,2,Buffet,motorcycle,0.0,No,Metropolitian,32,6.2088039598505285
357,32.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,28,2.9375362551152024
358,24.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,1.5524064563113753
359,20.0,4.8,Cloudy,High,2,Meal,scooter,1.0,No,Urban,33,1.5263994728013808
360,34.0,4.5,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Urban,27,7.862668167467362
361,22.0,4.9,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Urban,17,13.406473968915293
362,30.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,24,3.040539883821868
363,37.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,9.121874253300998
364,30.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,4.610613704660406
365,34.0,4.7,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,34,19.471476176412196
366,32.0,4.3,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,38,20.286594955477867
367,24.0,4.6,Sunny,Medium,1,Drinks,motorcycle,0.0,No,,12,19.91573148129716
368,26.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,21,19.47088419780976
369,38.0,4.8,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Urban,32,7.862668167467362
370,33.0,4.9,Stormy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,29,6.218001190136035
371,25.0,4.7,Windy,Jam,1,Snack,scooter,0.0,No,Urban,14,4.674143698579478
372,33.0,4.1,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,3.1161407820729954
373,38.0,4.0,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,44,11.919595217625693
374,34.0,4.5,Stormy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,39,10.705559922203047
375,34.0,4.5,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,20,1.5544249731931532
376,26.0,4.9,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,39,12.161009702832278
377,26.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20.182068898090737
378,23.0,4.9,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,30,1.5297435089302718
379,26.0,4.0,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,38,17.07411611000032
380,26.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,22,9.220316821861015
381,24.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,7.549900138983702
382,28.0,4.7,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,19.66067482059214
383,33.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,9.31503559372121
384,39.0,4.4,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,33,20.182728669259316
385,31.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,12.58026782216666
386,33.0,4.6,Cloudy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,42,17.09797286134278
387,39.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,30,6.081387490763921
388,34.0,4.5,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,19,9.17556515668898
389,26.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,8.936297424648654
390,39.0,4.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,41,16.72129600978426
391,24.0,4.3,Cloudy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,43,16.39381188078192
392,39.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,,10,3.073772153833459
393,28.0,4.9,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,19,7.76177991912937
394,37.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Urban,16,7.683355299985663
395,29.0,4.7,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,12.417487520687054
396,23.0,4.5,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,27,13.969606427741528
397,32.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,3.1048037112960913
398,37.0,4.5,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,28,9.36358261205497
399,22.0,4.8,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,1.552360877319872
400,31.0,4.2,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,19.661310204461483
401,27.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,14.021816217099433
402,26.0,4.1,Cloudy,Jam,1,Snack,scooter,0.0,No,Urban,32,4.537640130077544
403,,,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,43,12.419709768539805
404,20.0,4.6,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,14,12.419803336908602
405,29.0,4.7,Cloudy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,25,4.657159781886475
406,29.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,,23,12.463937408856191
407,28.0,4.5,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,11,12.58026782216666
408,29.0,4.6,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,39,12.4184089995958
409,25.0,4.0,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,35,12.161417162194622
410,39.0,4.8,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,9.074573553694421
411,28.0,4.5,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,24,17.297865752893937
412,31.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,4.596632041369082
413,32.0,4.7,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,7.631524823609998
414,38.0,4.5,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,3.0295127519230602
415,20.0,4.6,Stormy,Low,2,Drinks,motorcycle,1.0,No,Urban,15,16.82215560929809
416,29.0,4.7,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,1.5130734531037866
417,22.0,5.0,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,15,3.109059105172104
418,35.0,4.6,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,17,13.631339548355871
419,23.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,4.596439722787293
420,35.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,29,9.31404419305753
421,30.0,4.9,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,30,13.830084721902905
422,39.0,4.6,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,22,11.007734763545226
423,31.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,Urban,10,9.31404419305753
424,23.0,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,31,12.58026782216666
425,25.0,4.6,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23,11.914594077095886
426,31.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,44,10.565155904072418
427,,,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,3.1044353979039836
428,29.0,4.0,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,7.726661980414732
429,32.0,4.8,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,28,10.280254963296162
430,30.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Urban,37,13.583302501390298
431,26.0,4.9,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,26,20.83123822556308
432,34.0,4.0,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,31,4.65798777420061
433,36.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,1.52916276337713
434,38.0,4.6,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Urban,19,3.040570257919934
435,21.0,4.7,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,20,20.85186290815628
436,33.0,4.8,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,13,7.562069972217765
437,35.0,4.9,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,12.435597855308881
438,35.0,4.5,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,29,7.447061074939585
439,26.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,10.880935113147679
440,30.0,5.0,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,28,10.64149597215935
441,33.0,4.9,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,43,20.178916924752546
442,34.0,3.9,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,31,10.6025893254663
443,33.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,1.536850377186336
444,24.0,4.5,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,19.760063712201458
445,25.0,4.5,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,23,19.838818061198186
446,23.0,4.9,Cloudy,High,2,Buffet,scooter,1.0,No,Metropolitian,27,3.0594028775879756
447,36.0,4.7,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,29,6.232177403627461
448,24.0,4.6,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,11.92347254052135
449,24.0,4.7,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,28,4.5442674825976495
450,37.0,4.0,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,32,4.674280111760405
451,26.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,1.5725337265584898
452,39.0,4.6,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,40,10.70728638842599
453,24.0,4.6,Windy,Low,2,Meal,scooter,1.0,No,Urban,11,3.1162385589582624
454,22.0,4.7,Windy,Medium,2,Meal,motorcycle,0.0,No,Urban,27,10.906379374272275
455,27.0,4.9,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,7.683782781648535
456,38.0,4.9,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,38,1.5605381533354603
457,36.0,4.4,Windy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,37,10.564409665779
458,27.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,21,8.952822746360196
459,26.0,4.9,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,11,13.631339548355871
460,33.0,4.7,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,25,10.880950737253347
461,30.0,4.8,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,29,1.554581660395558
462,33.0,4.7,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,13.829677632163364
463,39.0,4.1,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Urban,31,14.021816217099433
464,28.0,4.9,Sunny,Jam,1,Drinks,motorcycle,0.0,,Urban,10,20.176811965428993
465,37.0,4.7,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,11,4.589834614028561
466,34.0,5.0,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,3.0295246349519194
467,34.0,3.5,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,34,14.021957090050957
468,31.0,4.9,Sunny,Jam,2,Buffet,scooter,0.0,No,Urban,25,19.08631670945455
469,36.0,4.8,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,30,9.435201537103644
470,24.0,4.7,Cloudy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,1.4897768127270394
471,34.0,4.3,Cloudy,Jam,2,Meal,scooter,2.0,No,Metropolitian,39,4.656557579114895
472,22.0,4.5,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,26,7.683892680433694
473,35.0,4.8,Fog,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,46,12.161417162194622
474,33.0,5.0,Cloudy,Medium,1,Snack,scooter,0.0,No,Urban,17,9.314781588109877
475,30.0,4.8,Stormy,Low,0,Buffet,motorcycle,0.0,No,,26,10.64192836626723
476,32.0,4.8,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,6.20944951677253
477,24.0,4.9,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,25,7.762500242422377
478,30.0,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,26,4.527973053858494
479,24.0,4.8,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,19.91558571344517
480,39.0,4.7,Fog,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,39,9.326603239448477
481,30.0,4.9,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,16,10.868244074344394
482,36.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,34,11.936663195641351
483,21.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,47,13.894095777055819
484,33.0,4.7,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,33,6.232177403627461
485,34.0,5.0,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,19,13.830756172664909
486,23.0,5.0,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,43,12.256076445503636
487,24.0,4.6,Fog,Low,1,Snack,scooter,0.0,No,Urban,12,1.5725337265584898
488,30.0,4.7,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,19,12.464329297404836
489,35.0,4.8,Fog,Low,2,Snack,scooter,1.0,No,Urban,29,13.970007989630956
490,32.0,4.7,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,22,11.719699425610125
491,25.0,4.7,Fog,High,0,Meal,motorcycle,0.0,No,Urban,24,6.29013467758336
492,23.0,4.6,Stormy,Low,1,Meal,motorcycle,0.0,No,Urban,13,3.0253210916905586
493,35.0,4.4,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,20.252924408850355
494,32.0,4.7,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,27,9.313347514445379
495,31.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,16.112165851073453
496,37.0,4.7,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,19,16.38446703584503
497,37.0,5.0,Fog,Jam,2,Drinks,electric_scooter,0.0,No,Urban,41,12.2558178094927
498,33.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,9.220368460286974
499,23.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,17.098804215224046
500,31.0,4.8,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,16.15244656585508
501,36.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,25,1.5321262819005874
502,35.0,4.3,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,4.590771504712351
503,37.0,4.6,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,26,9.314419797291626
504,27.0,4.3,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,37,19.62041929654211
505,36.0,5.0,Sunny,Low,1,Meal,motorcycle,1.0,No,Urban,12,1.4897777190672068
506,36.0,4.7,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,44,17.138074588533183
507,27.0,4.7,Sunny,High,1,Snack,motorcycle,1.0,No,Urban,15,3.116128491356795
508,36.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,26,1.5147861372373659
509,23.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,7.573523734238649
510,24.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,14.152800689506924
511,33.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,9.435201537103644
512,35.0,4.6,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,34,9.192571531758347
513,35.0,5.0,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,16,7.661373718989566
514,30.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,23,3.0406416222998804
515,36.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,6.29013467758336
516,30.0,4.5,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Urban,31,13.97205302461551
517,33.0,4.6,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Urban,16,6.049834150348467
518,37.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,19.68830862051208
519,33.0,4.5,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,18,13.407238587912502
520,35.0,4.8,Fog,Medium,2,Buffet,motorcycle,,No,Metropolitian,19,7.648280480204149
521,38.0,4.6,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,7.6833326723151325
522,,,Stormy,Low,0,Snack,motorcycle,0.0,No,Urban,19,1.5545266732944698
523,28.0,4.6,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,24,7.862668167467362
524,34.0,4.7,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30,9.193014471949267
525,28.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,19.68834031168132
